Date,CategoryCode,UnitsSold
2014-10-20,N02BE,35.4
2014-10-20,N05B,25.0
2014-10-20,N05C,2.0
2014-10-20,R03,0.0
2014-10-20,R06,1.0
2014-10-21,M01AB,2.34
2014-10-21,M01AE,4.34
2014-10-21,N02BA,6.4
2014-10-21,N02BE,14.3
2014-10-21,N05B,11.0
2014-10-21,N05C,0.0
2014-10-21,R03,20.0
2014-10-21,R06,1.0
2014-10-22,M01AB,3.33
2014-10-22,M01AE,2.0
2014-10-22,N02BA,2.6
2014-10-22,N02BE,20.9
2014-10-22,N05B,7.0
2014-10-22,N05C,0.0
2014-10-22,R03,2.0
2014-10-22,R06,1.0
2014-10-23,M01AB,1.34
2014-10-23,M01AE,4.33
2014-10-23,N02BA,0.0
2014-10-23,N02BE,32.2
2014-10-23,N05B,7.0
2014-10-23,N05C,1.0
2014-10-23,R03,0.0
2014-10-23,R06,0.0
2014-10-24,M01AB,3.67
2014-10-24,M01AE,2.67
2014-10-24,N02BA,6.3
2014-10-24,N02BE,49.4
2014-10-24,N05B,18.0
2014-10-24,N05C,0.0
2014-10-24,R03,5.0
2014-10-24,R06,1.0
2014-10-25,M01AB,2.33
2014-10-25,M01AE,5.14
2014-10-25,N02BA,1.0
2014-10-25,N02BE,31.0
2014-10-25,N05B,21.0
2014-10-25,N05C,0.0
2014-10-25,R03,2.0
2014-10-25,R06,5.0
2014-10-26,M01AB,3.34
2014-10-26,M01AE,1.0
2014-10-26,N02BA,1.6
2014-10-26,N02BE,30.4
2014-10-26,N05B,6.0
2014-10-26,N05C,0.0
2014-10-26,R03,1.0
2014-10-26,R06,1.0
2014-10-27,M01AB,8.34
2014-10-27,M01AE,4.55
2014-10-27,N02BA,4.0
2014-10-27,N02BE,25.3
2014-10-27,N05B,17.0
2014-10-27,N05C,1.0
2014-10-27,R03,3.0
2014-10-27,R06,0.0
2014-10-28,M01AB,4.0
2014-10-28,M01AE,3.48
2014-10-28,N02BA,10.0
2014-10-28,N02BE,40.4
2014-10-28,N05B,23.0
2014-10-28,N05C,0.0
2014-10-28,R03,0.0
2014-10-28,R06,2.0
2014-10-29,M01AB,5.0
2014-10-29,M01AE,1.0
2014-10-29,N02BA,6.6
2014-10-29,N02BE,41.0
2014-10-29,N05B,20.0
2014-10-29,N05C,2.0
2014-10-29,R03,27.0
2014-10-29,R06,1.0
2014-10-30,M01AB,0.0
2014-10-30,M01AE,1.0
2014-10-30,N02BA,5.0
2014-10-30,N02BE,20.3
2014-10-30,N05B,11.0
2014-10-30,N05C,1.0
2014-10-30,R03,2.0
2014-10-30,R06,0.0
2014-10-31,M01AB,2.0
2014-10-31,M01AE,2.45
2014-10-31,N02BA,4.0
2014-10-31,N02BE,31.0
2014-10-31,N05B,16.0
2014-10-31,N05C,0.0
2014-10-31,R03,0.0
2014-10-31,R06,2.0
2014-11-01,M01AB,2.33
2014-11-01,M01AE,2.34
2014-11-01,N02BA,3.5
2014-11-01,N02BE,43.8
2014-11-01,N05B,22.0
2014-11-01,N05C,0.0
2014-11-01,R03,7.0
2014-11-01,R06,1.0
2014-11-02,M01AB,4.0
2014-11-02,M01AE,0.0
2014-11-02,N02BA,1.0
2014-11-02,N02BE,2.0
2014-11-02,N05B,3.5
2014-11-02,N05C,0.0
2014-11-02,R03,0.0
2014-11-02,R06,1.0
2014-11-03,M01AB,7.0
2014-11-03,M01AE,4.33
2014-11-03,N02BA,1.0
2014-11-03,N02BE,27.8
2014-11-03,N05B,19.0
2014-11-03,N05C,0.0
2014-11-03,R03,5.0
2014-11-03,R06,1.0
2014-11-04,M01AB,6.33
2014-11-04,M01AE,1.0
2014-11-04,N02BA,5.2
2014-11-04,N02BE,26.5
2014-11-04,N05B,15.0
2014-11-04,N05C,0.0
2014-11-04,R03,0.0
2014-11-04,R06,1.0
2014-11-05,M01AB,0.0
2014-11-05,M01AE,1.68
2014-11-05,N02BA,4.0
2014-11-05,N02BE,27.0
2014-11-05,N05B,19.0
2014-11-05,N05C,3.0
2014-11-05,R03,1.0
2014-11-05,R06,0.0
2014-11-06,M01AB,6.0
2014-11-06,M01AE,2.34
2014-11-06,N02BA,5.2
2014-11-06,N02BE,23.4
2014-11-06,N05B,23.0
2014-11-06,N05C,1.0
2014-11-06,R03,0.0
2014-11-06,R06,0.0
2014-11-07,M01AB,6.0
2014-11-07,M01AE,10.34
2014-11-07,N02BA,5.5
2014-11-07,N02BE,15.8
2014-11-07,N05B,32.0
2014-11-07,N05C,1.0
2014-11-07,R03,0.0
2014-11-07,R06,1.0
2014-11-08,M01AB,12.0
2014-11-08,M01AE,7.02
2014-11-08,N02BA,6.0
2014-11-08,N02BE,34.4
2014-11-08,N05B,24.0
2014-11-08,N05C,0.0
2014-11-08,R03,17.0
2014-11-08,R06,2.2
2014-11-09,M01AB,3.34
2014-11-09,M01AE,4.34
2014-11-09,N02BA,2.9
2014-11-09,N02BE,23.0
2014-11-09,N05B,20.0
2014-11-09,N05C,0.0
2014-11-09,R03,2.0
2014-11-09,R06,1.0
2014-11-10,M01AB,1.0
2014-11-10,M01AE,5.32
2014-11-10,N02BA,3.3
2014-11-10,N02BE,24.3
2014-11-10,N05B,13.0
2014-11-10,N05C,0.0
2014-11-10,R03,7.0
2014-11-10,R06,1.0
2014-11-11,M01AB,8.0
2014-11-11,M01AE,4.0
2014-11-11,N02BA,2.0
2014-11-11,N02BE,23.0
2014-11-11,N05B,18.0
2014-11-11,N05C,0.0
2014-11-11,R03,8.0
2014-11-11,R06,2.0
2014-11-12,M01AB,3.0
2014-11-12,M01AE,5.0
2014-11-12,N02BA,4.0
2014-11-12,N02BE,25.0
2014-11-12,N05B,16.0
2014-11-12,N05C,0.0
2014-11-12,R03,3.0
2014-11-12,R06,0.0
2014-11-13,M01AB,8.0
2014-11-13,M01AE,2.0
2014-11-13,N02BA,5.0
2014-11-13,N02BE,33.2
2014-11-13,N05B,10.0
2014-11-13,N05C,0.0
2014-11-13,R03,0.0
2014-11-13,R06,2.2
2014-11-14,M01AB,5.34
2014-11-14,M01AE,0.0
2014-11-14,N02BA,6.0
2014-11-14,N02BE,29.4
2014-11-14,N05B,20.0
2014-11-14,N05C,1.0
2014-11-14,R03,2.0
2014-11-14,R06,3.0
2014-11-15,M01AB,4.33
2014-11-15,M01AE,5.34
2014-11-15,N02BA,5.0
2014-11-15,N02BE,23.6
2014-11-15,N05B,20.0
2014-11-15,N05C,2.0
2014-11-15,R03,2.0
2014-11-15,R06,2.0
2014-11-16,M01AB,2.0
2014-11-16,M01AE,2.68
2014-11-16,N02BA,6.0
2014-11-16,N02BE,18.6
2014-11-16,N05B,13.0
2014-11-16,N05C,1.0
2014-11-16,R03,0.0
2014-11-16,R06,0.0
2014-11-17,M01AB,9.0
2014-11-17,M01AE,5.01
2014-11-17,N02BA,5.5
2014-11-17,N02BE,23.0
2014-11-17,N05B,23.0
2014-11-17,N05C,1.0
2014-11-17,R03,10.0
2014-11-17,R06,0.2
2014-11-18,M01AB,2.67
2014-11-18,M01AE,2.0
2014-11-18,N02BA,5.0
2014-11-18,N02BE,19.3
2014-11-18,N05B,10.5
2014-11-18,N05C,1.0
2014-11-18,R03,0.0
2014-11-18,R06,1.0
2014-11-19,M01AB,1.34
2014-11-19,M01AE,3.67
2014-11-19,N02BA,10.0
2014-11-19,N02BE,32.0
2014-11-19,N05B,17.0
2014-11-19,N05C,0.0
2014-11-19,R03,10.0
2014-11-19,R06,4.0
2014-11-20,M01AB,4.0
2014-11-20,M01AE,7.0
2014-11-20,N02BA,5.0
2014-11-20,N02BE,18.8
2014-11-20,N05B,13.0
2014-11-20,N05C,0.0
2014-11-20,R03,8.0
2014-11-20,R06,0.0
2014-11-21,M01AB,1.34
2014-11-21,M01AE,1.34
2014-11-21,N02BA,3.0
2014-11-21,N02BE,22.4
2014-11-21,N05B,16.0
2014-11-21,N05C,0.0
2014-11-21,R03,2.0
2014-11-21,R06,1.0
2014-11-22,M01AB,6.0
2014-11-22,M01AE,2.34
2014-11-22,N02BA,3.0
2014-11-22,N02BE,23.7
2014-11-22,N05B,15.0
2014-11-22,N05C,1.0
2014-11-22,R03,8.0
2014-11-22,R06,1.4
2014-11-23,M01AB,4.0
2014-11-23,M01AE,3.68
2014-11-23,N02BA,6.0
2014-11-23,N02BE,22.3
2014-11-23,N05B,11.0
2014-11-23,N05C,0.0
2014-11-23,R03,0.0
2014-11-23,R06,1.1
2014-11-24,M01AB,4.0
2014-11-24,M01AE,3.0
2014-11-24,N02BA,6.0
2014-11-24,N02BE,30.6
2014-11-24,N05B,19.0
2014-11-24,N05C,1.0
2014-11-24,R03,1.0
2014-11-24,R06,2.1
2014-11-25,M01AB,5.36
2014-11-25,M01AE,1.68
2014-11-25,N02BA,2.0
2014-11-25,N02BE,19.2
2014-11-25,N05B,18.0
2014-11-25,N05C,0.0
2014-11-25,R03,2.0
2014-11-25,R06,3.0
2014-11-26,M01AB,3.0
2014-11-26,M01AE,5.0
2014-11-26,N02BA,6.0
2014-11-26,N02BE,21.0
2014-11-26,N05B,13.0
2014-11-26,N05C,3.0
2014-11-26,R03,11.0
2014-11-26,R06,2.0
2014-11-27,M01AB,7.0
2014-11-27,M01AE,3.67
2014-11-27,N02BA,2.3
2014-11-27,N02BE,21.2
2014-11-27,N05B,9.0
2014-11-27,N05C,1.0
2014-11-27,R03,4.0
2014-11-27,R06,3.0
2014-11-28,M01AB,3.02
2014-11-28,M01AE,1.4
2014-11-28,N02BA,15.0
2014-11-28,N02BE,15.9
2014-11-28,N05B,12.0
2014-11-28,N05C,1.0
2014-11-28,R03,2.0
2014-11-28,R06,1.0
2014-11-29,M01AB,3.0
2014-11-29,M01AE,2.01
2014-11-29,N02BA,3.3
2014-11-29,N02BE,31.0
2014-11-29,N05B,16.0
2014-11-29,N05C,0.0
2014-11-29,R03,0.0
2014-11-29,R06,5.0
2014-11-30,M01AB,5.68
2014-11-30,M01AE,1.33
2014-11-30,N02BA,5.0
2014-11-30,N02BE,22.6
2014-11-30,N05B,9.0
2014-11-30,N05C,1.0
2014-11-30,R03,0.0
2014-11-30,R06,2.0
2014-12-01,M01AB,4.34
2014-12-01,M01AE,4.01
2014-12-01,N02BA,0.0
2014-12-01,N02BE,36.4
2014-12-01,N05B,19.0
2014-12-01,N05C,0.0
2014-12-01,R03,2.0
2014-12-01,R06,2.0
2014-12-02,M01AB,6.99
2014-12-02,M01AE,4.33
2014-12-02,N02BA,3.7
2014-12-02,N02BE,7.8
2014-12-02,N05B,26.0
2014-12-02,N05C,0.0
2014-12-02,R03,4.0
2014-12-02,R06,1.0
2014-12-03,M01AB,4.0
2014-12-03,M01AE,3.33
2014-12-03,N02BA,5.0
2014-12-03,N02BE,16.6
2014-12-03,N05B,23.0
2014-12-03,N05C,2.0
2014-12-03,R03,13.0
2014-12-03,R06,3.2
2014-12-04,M01AB,3.0
2014-12-04,M01AE,4.34
2014-12-04,N02BA,3.6
2014-12-04,N02BE,28.7
2014-12-04,N05B,16.0
2014-12-04,N05C,1.0
2014-12-04,R03,1.0
2014-12-04,R06,0.0
2014-12-05,M01AB,2.02
2014-12-05,M01AE,5.68
2014-12-05,N02BA,1.0
2014-12-05,N02BE,28.1
2014-12-05,N05B,15.0
2014-12-05,N05C,1.0
2014-12-05,R03,1.0
2014-12-05,R06,2.2
2014-12-06,M01AB,3.34
2014-12-06,M01AE,3.68
2014-12-06,N02BA,1.0
2014-12-06,N02BE,12.4
2014-12-06,N05B,9.0
2014-12-06,N05C,0.0
2014-12-06,R03,7.0
2014-12-06,R06,1.0
2014-12-07,M01AB,5.0
2014-12-07,M01AE,4.91
2014-12-07,N02BA,4.0
2014-12-07,N02BE,45.7
2014-12-07,N05B,6.0
2014-12-07,N05C,0.0
2014-12-07,R03,12.0
2014-12-07,R06,0.0
2014-12-08,M01AB,1.0
2014-12-08,M01AE,3.33
2014-12-08,N02BA,2.0
2014-12-08,N02BE,20.3
2014-12-08,N05B,9.0
2014-12-08,N05C,0.0
2014-12-08,R03,0.0
2014-12-08,R06,0.0
2014-12-09,M01AB,1.0
2014-12-09,M01AE,2.34
2014-12-09,N02BA,7.0
2014-12-09,N02BE,27.28
2014-12-09,N05B,12.0
2014-12-09,N05C,1.0
2014-12-09,R03,0.0
2014-12-09,R06,2.0
2014-12-10,M01AB,3.34
2014-12-10,M01AE,3.0
2014-12-10,N02BA,2.0
2014-12-10,N02BE,51.2
2014-12-10,N05B,28.0
2014-12-10,N05C,3.0
2014-12-10,R03,6.0
2014-12-10,R06,0.0
2014-12-11,M01AB,2.34
2014-12-11,M01AE,5.33
2014-12-11,N02BA,7.0
2014-12-11,N02BE,16.3
2014-12-11,N05B,21.0
2014-12-11,N05C,2.0
2014-12-11,R03,0.0
2014-12-11,R06,0.0
2014-12-12,M01AB,6.34
2014-12-12,M01AE,2.34
2014-12-12,N02BA,5.6
2014-12-12,N02BE,41.4
2014-12-12,N05B,18.0
2014-12-12,N05C,0.0
2014-12-12,R03,2.0
2014-12-12,R06,0.0
2014-12-13,M01AB,1.0
2014-12-13,M01AE,3.34
2014-12-13,N02BA,2.4
2014-12-13,N02BE,25.1
2014-12-13,N05B,11.0
2014-12-13,N05C,1.0
2014-12-13,R03,7.0
2014-12-13,R06,0.0
2014-12-14,M01AB,10.0
2014-12-14,M01AE,2.34
2014-12-14,N02BA,4.4
2014-12-14,N02BE,40.0
2014-12-14,N05B,10.0
2014-12-14,N05C,0.0
2014-12-14,R03,6.0
2014-12-14,R06,1.0
2014-12-15,M01AB,5.34
2014-12-15,M01AE,4.02
2014-12-15,N02BA,7.64
2014-12-15,N02BE,42.2
2014-12-15,N05B,14.0
2014-12-15,N05C,1.0
2014-12-15,R03,9.0
2014-12-15,R06,1.0
2014-12-16,M01AB,6.34
2014-12-16,M01AE,1.34
2014-12-16,N02BA,6.2
2014-12-16,N02BE,23.0
2014-12-16,N05B,23.0
2014-12-16,N05C,3.0
2014-12-16,R03,4.0
2014-12-16,R06,1.0
2014-12-17,M01AB,3.0
2014-12-17,M01AE,3.67
2014-12-17,N02BA,3.5
2014-12-17,N02BE,28.0
2014-12-17,N05B,17.0
2014-12-17,N05C,2.0
2014-12-17,R03,8.0
2014-12-17,R06,0.0
2014-12-18,M01AB,5.0
2014-12-18,M01AE,3.67
2014-12-18,N02BA,3.0
2014-12-18,N02BE,26.6
2014-12-18,N05B,9.0
2014-12-18,N05C,0.0
2014-12-18,R03,0.0
2014-12-18,R06,0.0
2014-12-19,M01AB,0.0
2014-12-19,M01AE,0.0
2014-12-19,N02BA,0.0
2014-12-19,N02BE,0.0
2014-12-19,N05B,0.0
2014-12-19,N05C,0.0
2014-12-19,R03,0.0
2014-12-19,R06,0.0
2014-12-20,M01AB,1.0
2014-12-20,M01AE,3.66
2014-12-20,N02BA,2.0
2014-12-20,N02BE,31.3
2014-12-20,N05B,9.0
2014-12-20,N05C,0.0
2014-12-20,R03,0.0
2014-12-20,R06,3.0
2014-12-21,M01AB,4.33
2014-12-21,M01AE,4.33
2014-12-21,N02BA,2.0
2014-12-21,N02BE,52.5
2014-12-21,N05B,6.0
2014-12-21,N05C,0.0
2014-12-21,R03,10.0
2014-12-21,R06,1.0
2014-12-22,M01AB,3.34
2014-12-22,M01AE,4.68
2014-12-22,N02BA,2.28
2014-12-22,N02BE,19.6
2014-12-22,N05B,43.0
2014-12-22,N05C,1.0
2014-12-22,R03,13.0
2014-12-22,R06,4.0
2014-12-23,M01AB,10.5
2014-12-23,M01AE,3.0
2014-12-23,N02BA,4.6
2014-12-23,N02BE,40.4
2014-12-23,N05B,13.0
2014-12-23,N05C,2.0
2014-12-23,R03,15.0
2014-12-23,R06,0.0
2014-12-24,M01AB,1.0
2014-12-24,M01AE,3.0
2014-12-24,N02BA,1.0
2014-12-24,N02BE,41.6
2014-12-24,N05B,16.0
2014-12-24,N05C,0.0
2014-12-24,R03,2.0
2014-12-24,R06,2.0
2014-12-25,M01AB,8.34
2014-12-25,M01AE,2.0
2014-12-25,N02BA,9.5
2014-12-25,N02BE,31.0
2014-12-25,N05B,16.0
2014-12-25,N05C,0.0
2014-12-25,R03,2.0
2014-12-25,R06,2.0
2014-12-26,M01AB,3.33
2014-12-26,M01AE,4.01
2014-12-26,N02BA,3.0
2014-12-26,N02BE,30.7
2014-12-26,N05B,25.0
2014-12-26,N05C,1.0
2014-12-26,R03,0.0
2014-12-26,R06,0.0
2014-12-27,M01AB,7.33
2014-12-27,M01AE,5.34
2014-12-27,N02BA,4.4
2014-12-27,N02BE,39.0
2014-12-27,N05B,26.0
2014-12-27,N05C,0.0
2014-12-27,R03,9.0
2014-12-27,R06,3.0
2014-12-28,M01AB,2.34
2014-12-28,M01AE,10.76
2014-12-28,N02BA,3.0
2014-12-28,N02BE,80.4
2014-12-28,N05B,15.0
2014-12-28,N05C,0.0
2014-12-28,R03,13.0
2014-12-28,R06,1.0
2014-12-29,M01AB,2.33
2014-12-29,M01AE,3.66
2014-12-29,N02BA,4.0
2014-12-29,N02BE,40.0
2014-12-29,N05B,5.0
2014-12-29,N05C,1.0
2014-12-29,R03,2.0
2014-12-29,R06,0.0
2014-12-30,M01AB,9.0
2014-12-30,M01AE,5.63
2014-12-30,N02BA,3.8
2014-12-30,N02BE,51.0
2014-12-30,N05B,18.0
2014-12-30,N05C,0.0
2014-12-30,R03,5.0
2014-12-30,R06,2.0
2014-12-31,M01AB,5.67
2014-12-31,M01AE,6.33
2014-12-31,N02BA,2.5
2014-12-31,N02BE,41.08
2014-12-31,N05B,14.0
2014-12-31,N05C,3.0
2014-12-31,R03,10.0
2014-12-31,R06,1.0
2015-01-01,M01AB,0.0
2015-01-01,M01AE,0.0
2015-01-01,N02BA,0.0
2015-01-01,N02BE,0.0
2015-01-01,N05B,0.0
2015-01-01,N05C,0.0
2015-01-01,R03,0.0
2015-01-01,R06,0.0
2015-01-02,M01AB,6.0
2015-01-02,M01AE,5.33
2015-01-02,N02BA,4.9
2015-01-02,N02BE,50.8
2015-01-02,N05B,13.0
2015-01-02,N05C,0.0
2015-01-02,R03,6.25
2015-01-02,R06,2.0
2015-01-03,M01AB,9.0
2015-01-03,M01AE,4.67
2015-01-03,N02BA,6.0
2015-01-03,N02BE,57.24
2015-01-03,N05B,11.0
2015-01-03,N05C,3.0
2015-01-03,R03,0.0
2015-01-03,R06,4.0
2015-01-04,M01AB,4.68
2015-01-04,M01AE,8.92
2015-01-04,N02BA,3.5
2015-01-04,N02BE,60.1
2015-01-04,N05B,4.0
2015-01-04,N05C,0.0
2015-01-04,R03,2.0
2015-01-04,R06,1.0
2015-01-05,M01AB,2.34
2015-01-05,M01AE,3.32
2015-01-05,N02BA,1.0
2015-01-05,N02BE,33.6
2015-01-05,N05B,14.0
2015-01-05,N05C,0.0
2015-01-05,R03,16.0
2015-01-05,R06,3.0
2015-01-06,M01AB,3.0
2015-01-06,M01AE,9.37
2015-01-06,N02BA,7.3
2015-01-06,N02BE,42.0
2015-01-06,N05B,13.0
2015-01-06,N05C,0.0
2015-01-06,R03,3.0
2015-01-06,R06,0.0
2015-01-07,M01AB,0.0
2015-01-07,M01AE,0.0
2015-01-07,N02BA,0.0
2015-01-07,N02BE,0.0
2015-01-07,N05B,0.0
2015-01-07,N05C,0.0
2015-01-07,R03,0.0
2015-01-07,R06,0.0
2015-01-08,M01AB,2.0
2015-01-08,M01AE,7.08
2015-01-08,N02BA,1.2
2015-01-08,N02BE,46.4
2015-01-08,N05B,13.0
2015-01-08,N05C,1.0
2015-01-08,R03,1.0
2015-01-08,R06,2.0
2015-01-09,M01AB,3.0
2015-01-09,M01AE,4.34
2015-01-09,N02BA,9.4
2015-01-09,N02BE,36.2
2015-01-09,N05B,33.0
2015-01-09,N05C,2.0
2015-01-09,R03,7.0
2015-01-09,R06,2.0
2015-01-10,M01AB,6.0
2015-01-10,M01AE,5.86
2015-01-10,N02BA,7.0
2015-01-10,N02BE,32.6
2015-01-10,N05B,14.0
2015-01-10,N05C,3.0
2015-01-10,R03,1.0
2015-01-10,R06,1.0
2015-01-11,M01AB,3.0
2015-01-11,M01AE,7.34
2015-01-11,N02BA,7.0
2015-01-11,N02BE,43.6
2015-01-11,N05B,11.0
2015-01-11,N05C,1.0
2015-01-11,R03,11.0
2015-01-11,R06,2.0
2015-01-12,M01AB,2.33
2015-01-12,M01AE,3.34
2015-01-12,N02BA,7.5
2015-01-12,N02BE,36.6
2015-01-12,N05B,18.0
2015-01-12,N05C,0.0
2015-01-12,R03,6.0
2015-01-12,R06,1.0
2015-01-13,M01AB,10.34
2015-01-13,M01AE,4.66
2015-01-13,N02BA,10.0
2015-01-13,N02BE,34.0
2015-01-13,N05B,14.0
2015-01-13,N05C,2.0
2015-01-13,R03,4.0
2015-01-13,R06,2.0
2015-01-14,M01AB,3.0
2015-01-14,M01AE,3.34
2015-01-14,N02BA,5.0
2015-01-14,N02BE,23.0
2015-01-14,N05B,20.0
2015-01-14,N05C,0.0
2015-01-14,R03,1.0
2015-01-14,R06,0.0
2015-01-15,M01AB,6.67
2015-01-15,M01AE,3.0
2015-01-15,N02BA,1.0
2015-01-15,N02BE,55.25
2015-01-15,N05B,13.0
2015-01-15,N05C,0.0
2015-01-15,R03,15.0
2015-01-15,R06,2.0
2015-01-16,M01AB,6.33
2015-01-16,M01AE,5.99
2015-01-16,N02BA,3.8
2015-01-16,N02BE,43.0
2015-01-16,N05B,16.0
2015-01-16,N05C,2.0
2015-01-16,R03,6.0
2015-01-16,R06,2.0
2015-01-17,M01AB,6.68
2015-01-17,M01AE,5.68
2015-01-17,N02BA,7.0
2015-01-17,N02BE,19.2
2015-01-17,N05B,18.0
2015-01-17,N05C,0.0
2015-01-17,R03,0.0
2015-01-17,R06,0.0
2015-01-18,M01AB,4.0
2015-01-18,M01AE,4.34
2015-01-18,N02BA,4.5
2015-01-18,N02BE,20.4
2015-01-18,N05B,16.0
2015-01-18,N05C,0.0
2015-01-18,R03,0.0
2015-01-18,R06,2.0
2015-01-19,M01AB,5.34
2015-01-19,M01AE,2.68
2015-01-19,N02BA,1.1
2015-01-19,N02BE,32.0
2015-01-19,N05B,12.0
2015-01-19,N05C,0.0
2015-01-19,R03,20.0
2015-01-19,R06,2.0
2015-01-20,M01AB,4.34
2015-01-20,M01AE,0.33
2015-01-20,N02BA,6.0
2015-01-20,N02BE,38.0
2015-01-20,N05B,24.0
2015-01-20,N05C,1.0
2015-01-20,R03,4.0
2015-01-20,R06,1.0
2015-01-21,M01AB,4.0
2015-01-21,M01AE,1.0
2015-01-21,N02BA,2.0
2015-01-21,N02BE,37.45
2015-01-21,N05B,17.0
2015-01-21,N05C,1.0
2015-01-21,R03,0.0
2015-01-21,R06,1.0
2015-01-22,M01AB,4.0
2015-01-22,M01AE,1.34
2015-01-22,N02BA,4.0
2015-01-22,N02BE,21.4
2015-01-22,N05B,19.0
2015-01-22,N05C,0.0
2015-01-22,R03,0.0
2015-01-22,R06,1.0
2015-01-23,M01AB,3.67
2015-01-23,M01AE,4.73
2015-01-23,N02BA,8.0
2015-01-23,N02BE,30.0
2015-01-23,N05B,14.0
2015-01-23,N05C,0.0
2015-01-23,R03,7.0
2015-01-23,R06,2.0
2015-01-24,M01AB,4.34
2015-01-24,M01AE,3.33
2015-01-24,N02BA,9.2
2015-01-24,N02BE,49.7
2015-01-24,N05B,31.0
2015-01-24,N05C,0.0
2015-01-24,R03,22.0
2015-01-24,R06,1.0
2015-01-25,M01AB,4.0
2015-01-25,M01AE,1.13
2015-01-25,N02BA,1.9
2015-01-25,N02BE,38.0
2015-01-25,N05B,11.0
2015-01-25,N05C,1.0
2015-01-25,R03,5.0
2015-01-25,R06,0.0
2015-01-26,M01AB,8.5
2015-01-26,M01AE,4.67
2015-01-26,N02BA,4.0
2015-01-26,N02BE,34.4
2015-01-26,N05B,15.0
2015-01-26,N05C,0.0
2015-01-26,R03,13.0
2015-01-26,R06,0.0
2015-01-27,M01AB,2.67
2015-01-27,M01AE,6.33
2015-01-27,N02BA,1.0
2015-01-27,N02BE,20.0
2015-01-27,N05B,14.0
2015-01-27,N05C,0.0
2015-01-27,R03,0.0
2015-01-27,R06,0.0
2015-01-28,M01AB,3.0
2015-01-28,M01AE,5.34
2015-01-28,N02BA,3.0
2015-01-28,N02BE,32.0
2015-01-28,N05B,18.0
2015-01-28,N05C,3.0
2015-01-28,R03,5.0
2015-01-28,R06,3.0
2015-01-29,M01AB,4.34
2015-01-29,M01AE,5.71
2015-01-29,N02BA,8.7
2015-01-29,N02BE,24.4
2015-01-29,N05B,16.0
2015-01-29,N05C,3.0
2015-01-29,R03,11.0
2015-01-29,R06,3.0
2015-01-30,M01AB,1.0
2015-01-30,M01AE,1.07
2015-01-30,N02BA,1.0
2015-01-30,N02BE,20.5
2015-01-30,N05B,19.0
2015-01-30,N05C,1.0
2015-01-30,R03,0.0
2015-01-30,R06,0.0
2015-01-31,M01AB,8.34
2015-01-31,M01AE,6.11
2015-01-31,N02BA,5.0
2015-01-31,N02BE,32.4
2015-01-31,N05B,12.0
2015-01-31,N05C,0.0
2015-01-31,R03,11.0
2015-01-31,R06,2.0
2015-02-01,M01AB,4.34
2015-02-01,M01AE,7.35
2015-02-01,N02BA,7.0
2015-02-01,N02BE,35.6
2015-02-01,N05B,7.0
2015-02-01,N05C,1.0
2015-02-01,R03,0.0
2015-02-01,R06,1.0
2015-02-02,M01AB,6.0
2015-02-02,M01AE,4.0
2015-02-02,N02BA,5.1
2015-02-02,N02BE,20.9
2015-02-02,N05B,14.0
2015-02-02,N05C,0.0
2015-02-02,R03,3.0
2015-02-02,R06,2.0
2015-02-03,M01AB,3.33
2015-02-03,M01AE,3.0
2015-02-03,N02BA,6.2
2015-02-03,N02BE,24.2
2015-02-03,N05B,18.0
2015-02-03,N05C,0.0
2015-02-03,R03,6.0
2015-02-03,R06,5.0
2015-02-04,M01AB,2.34
2015-02-04,M01AE,2.67
2015-02-04,N02BA,2.4
2015-02-04,N02BE,38.8
2015-02-04,N05B,6.0
2015-02-04,N05C,0.0
2015-02-04,R03,12.0
2015-02-04,R06,0.0
2015-02-05,M01AB,2.0
2015-02-05,M01AE,5.57
2015-02-05,N02BA,3.0
2015-02-05,N02BE,24.85
2015-02-05,N05B,12.0
2015-02-05,N05C,0.0
2015-02-05,R03,2.0
2015-02-05,R06,1.0
2015-02-06,M01AB,3.33
2015-02-06,M01AE,3.33
2015-02-06,N02BA,7.3
2015-02-06,N02BE,23.0
2015-02-06,N05B,7.0
2015-02-06,N05C,1.0
2015-02-06,R03,13.0
2015-02-06,R06,1.0
2015-02-07,M01AB,2.0
2015-02-07,M01AE,5.0
2015-02-07,N02BA,1.9
2015-02-07,N02BE,33.6
2015-02-07,N05B,9.0
2015-02-07,N05C,0.0
2015-02-07,R03,0.0
2015-02-07,R06,2.0
2015-02-08,M01AB,1.34
2015-02-08,M01AE,7.76
2015-02-08,N02BA,5.7
2015-02-08,N02BE,29.9
2015-02-08,N05B,8.0
2015-02-08,N05C,0.0
2015-02-08,R03,0.0
2015-02-08,R06,0.0
2015-02-09,M01AB,3.33
2015-02-09,M01AE,3.54
2015-02-09,N02BA,9.6
2015-02-09,N02BE,20.7
2015-02-09,N05B,8.0
2015-02-09,N05C,1.0
2015-02-09,R03,0.0
2015-02-09,R06,1.0
2015-02-10,M01AB,3.66
2015-02-10,M01AE,8.67
2015-02-10,N02BA,7.0
2015-02-10,N02BE,33.0
2015-02-10,N05B,11.0
2015-02-10,N05C,0.0
2015-02-10,R03,6.0
2015-02-10,R06,3.0
2015-02-11,M01AB,3.0
2015-02-11,M01AE,5.14
2015-02-11,N02BA,3.6
2015-02-11,N02BE,48.5
2015-02-11,N05B,16.0
2015-02-11,N05C,0.0
2015-02-11,R03,20.0
2015-02-11,R06,2.0
